Lead_ID,Source,Program_Interested,Date_Enquired,Call_Attended,Demo_Attended,Follow_Ups,Days_to_First_Contact,Counselor_Name,Lead_Score,Converted
L11293,Facebook,MCOM,2025-03-12,No,No,2,0,Counselor_27,70,No
L11294,Instagram,MCOM,2025-03-14,Yes,Yes,6,0,Counselor_2,85,No
L11295,LinkedIn,BA,2025-02-25,Yes,No,5,1,Counselor_20,64,No
L11296,Website,BA,2025-02-04,Yes,Yes,3,5,Counselor_23,68,Yes
L11297,Facebook,MCA,2025-02-17,No,No,2,5,Counselor_33,85,No
L11298,Facebook,BSC,2025-03-07,Yes,Yes,2,5,Counselor_19,27,No
L11299,LinkedIn,MA,2025-03-06,Yes,Yes,6,2,Counselor_40,26,No
L11300,YouTube,MA,2025-01-12,Yes,Yes,2,5,Counselor_22,73,No
L11301,Website,BA,2025-02-19,Yes,No,5,4,Counselor_16,73,No
L11302,Facebook,BA,2025-04-26,Yes,No,6,2,Counselor_31,20,No
L11303,Instagram,BSC,2025-03-01,Yes,Yes,3,1,Counselor_37,87,No
L11304,YouTube,MCOM,2025-04-03,No,No,2,3,Counselor_14,75,No
L11305,Google Ads,MSC,2025-02-02,Yes,Yes,3,5,Counselor_1,34,No
L11306,Instagram,MBA,2025-01-11,Yes,Yes,1,1,Counselor_47,30,No
L11307,Website,BCOM,2025-03-14,Yes,No,4,3,Counselor_39,20,No
L11308,LinkedIn,MBA,2025-02-12,Yes,No,5,5,Counselor_13,43,No
L11309,LinkedIn,MSC,2025-01-23,No,No,0,4,Counselor_23,65,No
L11310,LinkedIn,MBA,2025-04-28,No,No,2,4,Counselor_5,47,No
L11311,Facebook,MCA,2025-03-12,Yes,Yes,5,1,Counselor_35,63,Yes
L11312,YouTube,BCA,2025-04-15,Yes,No,6,1,Counselor_47,26,No
L11313,LinkedIn,MA,2025-04-17,No,No,2,4,Counselor_34,70,No
L11314,Website,MBA,2025-01-08,Yes,Yes,4,4,Counselor_13,65,No
L11315,Google Ads,MSC,2025-03-24,Yes,Yes,3,1,Counselor_45,47,No
L11316,Referral,PGDM,2025-03-03,Yes,Yes,1,3,Counselor_21,26,No
L11317,LinkedIn,BA,2025-03-08,No,No,0,3,Counselor_45,64,No
L11318,Instagram,PGDM,2025-01-18,Yes,No,1,5,Counselor_10,81,No
L11319,Google Ads,MBA,2025-04-04,Yes,No,4,5,Counselor_50,79,No
L11320,WhatsApp,MCOM,2025-01-18,Yes,No,3,2,Counselor_32,72,No
L11321,YouTube,MSC,2025-03-16,Yes,No,3,3,Counselor_35,39,No
L11322,LinkedIn,MSC,2025-04-04,Yes,No,3,4,Counselor_34,23,No
L11323,YouTube,PGCP,2025-01-13,Yes,Yes,2,3,Counselor_1,74,No
L11324,Referral,BSC,2025-02-19,No,No,0,1,Counselor_49,30,No
L11325,Instagram,MCA,2025-01-28,No,No,2,1,Counselor_33,31,No
L11326,Google Ads,BCA,2025-01-07,Yes,No,5,4,Counselor_13,63,No
L11327,YouTube,MCOM,2025-02-28,Yes,Yes,6,1,Counselor_19,22,No
L11328,Google Ads,MA,2025-03-10,Yes,No,5,5,Counselor_33,50,No
L11329,Referral,PGDM,2025-04-06,No,No,0,0,Counselor_23,89,No
L11330,LinkedIn,BCOM,2025-04-06,Yes,Yes,6,5,Counselor_24,41,No
L11331,Facebook,BA,2025-04-16,Yes,Yes,4,1,Counselor_46,47,No
L11332,LinkedIn,MSC,2025-01-10,Yes,No,4,0,Counselor_5,29,No
L11333,YouTube,MCA,2025-03-26,No,No,2,3,Counselor_15,30,No
L11334,Website,BSC,2025-03-27,Yes,No,6,0,Counselor_30,75,No
L11335,LinkedIn,MA,2025-03-04,No,No,1,2,Counselor_28,79,No
L11336,Instagram,MCA,2025-01-28,Yes,No,1,3,Counselor_32,59,No
L11337,Referral,MBA,2025-01-20,No,No,0,0,Counselor_28,71,No
L11338,Referral,MCA,2025-04-05,Yes,No,5,2,Counselor_34,56,No
L11339,Referral,MCA,2025-03-08,Yes,Yes,4,2,Counselor_8,36,No
L11340,WhatsApp,PGCP,2025-02-01,Yes,Yes,5,5,Counselor_15,41,No
L11341,LinkedIn,MA,2025-01-29,Yes,Yes,2,3,Counselor_48,57,No
L11342,Referral,MA,2025-02-10,No,No,1,3,Counselor_36,31,No
L11343,YouTube,BSC,2025-04-03,Yes,No,3,3,Counselor_40,60,No
L11344,YouTube,BSC,2025-03-12,Yes,Yes,6,3,Counselor_25,26,No
L11345,WhatsApp,BSC,2025-03-12,No,No,0,3,Counselor_24,69,No
L11346,WhatsApp,MA,2025-03-10,Yes,Yes,2,4,Counselor_36,54,No
L11347,Instagram,MBA,2025-03-26,No,No,1,4,Counselor_23,88,No
L11348,Website,MCOM,2025-03-19,No,No,1,3,Counselor_43,73,No
L11349,Website,MA,2025-02-10,Yes,Yes,2,5,Counselor_36,23,No
L11350,LinkedIn,PGDM,2025-04-10,Yes,Yes,5,0,Counselor_31,95,Yes
L11351,WhatsApp,MA,2025-01-20,Yes,Yes,3,5,Counselor_27,78,Yes
L11352,Website,BSC,2025-01-20,No,No,1,2,Counselor_26,33,No
L11353,Website,MCOM,2025-01-24,Yes,No,4,1,Counselor_48,58,No
L11354,Instagram,PGCP,2025-04-22,No,No,1,2,Counselor_37,79,No
L11355,Google Ads,BCA,2025-04-12,Yes,Yes,5,1,Counselor_37,69,Yes
L11356,Google Ads,BCA,2025-01-26,No,No,2,0,Counselor_33,37,No
L11357,Instagram,MSC,2025-03-11,No,No,1,4,Counselor_24,24,No
L11358,WhatsApp,MSC,2025-04-19,Yes,Yes,4,1,Counselor_17,55,No
L11359,Website,PGCP,2025-04-01,Yes,No,5,4,Counselor_12,59,No
L11360,YouTube,BSC,2025-03-17,No,No,0,5,Counselor_10,41,No
L11361,YouTube,BCA,2025-04-13,Yes,Yes,6,4,Counselor_40,30,No
L11362,YouTube,BA,2025-01-23,Yes,No,2,5,Counselor_49,94,No
L11363,Website,BCA,2025-02-15,No,No,1,1,Counselor_11,81,No
L11364,YouTube,BSC,2025-03-01,Yes,Yes,6,0,Counselor_14,79,Yes
L11365,Instagram,BSC,2025-03-22,No,No,1,1,Counselor_20,80,No
L11366,WhatsApp,PGCP,2025-03-29,Yes,Yes,3,1,Counselor_18,81,Yes
L11367,YouTube,MCOM,2025-02-07,Yes,Yes,6,5,Counselor_23,92,No
L11368,Facebook,PGDM,2025-02-14,Yes,No,4,1,Counselor_14,42,No
L11369,Instagram,BCOM,2025-03-14,Yes,No,6,0,Counselor_7,86,No
L11370,WhatsApp,MCOM,2025-01-25,No,No,2,3,Counselor_5,72,No
L11371,Instagram,BCOM,2025-01-02,No,No,2,3,Counselor_50,42,No
L11372,YouTube,MCA,2025-01-08,No,No,0,4,Counselor_17,65,No
L11373,Facebook,BSC,2025-02-06,Yes,No,2,3,Counselor_6,53,No
L11374,LinkedIn,MCOM,2025-02-09,Yes,No,3,0,Counselor_48,77,No
L11375,Facebook,BCOM,2025-01-21,Yes,Yes,4,0,Counselor_44,37,No
L11376,WhatsApp,BA,2025-02-06,Yes,Yes,3,0,Counselor_30,47,No
L11377,YouTube,MCA,2025-02-01,Yes,No,5,1,Counselor_13,89,No
L11378,LinkedIn,PGDM,2025-02-22,Yes,Yes,4,5,Counselor_13,81,No
L11379,LinkedIn,BCA,2025-03-02,Yes,No,6,1,Counselor_41,60,No
L11380,Google Ads,MA,2025-03-03,No,No,2,2,Counselor_37,34,No
L11381,Instagram,PGDM,2025-03-06,No,No,2,2,Counselor_38,95,No
L11382,Google Ads,BCOM,2025-02-24,Yes,No,4,1,Counselor_35,79,No
L11383,LinkedIn,MCOM,2025-03-12,Yes,Yes,6,4,Counselor_10,43,No
L11384,Instagram,PGCP,2025-04-20,No,No,0,1,Counselor_32,66,No
L11385,Referral,PGCP,2025-04-27,Yes,Yes,4,4,Counselor_48,67,Yes
L11386,WhatsApp,BCA,2025-03-11,No,No,2,1,Counselor_19,26,No
L11387,Instagram,BA,2025-04-18,No,No,2,0,Counselor_11,40,No
L11388,Facebook,MCOM,2025-02-28,Yes,Yes,5,4,Counselor_39,44,No
L11389,Instagram,BA,2025-04-13,Yes,No,5,4,Counselor_46,41,No
L11390,LinkedIn,MSC,2025-02-28,Yes,Yes,3,2,Counselor_40,85,No
L11391,WhatsApp,BCOM,2025-01-28,No,No,0,5,Counselor_7,33,No
L11392,LinkedIn,MSC,2025-03-15,Yes,Yes,2,5,Counselor_2,27,No
L11393,Instagram,MBA,2025-01-18,Yes,Yes,5,1,Counselor_9,21,No
L11394,Google Ads,MCOM,2025-02-18,No,No,1,0,Counselor_32,66,No
L11395,Website,MCOM,2025-02-21,No,No,2,1,Counselor_44,36,No
L11396,Google Ads,BCOM,2025-01-14,Yes,Yes,4,1,Counselor_40,74,No
L11397,Facebook,MBA,2025-02-20,Yes,Yes,3,3,Counselor_49,34,No
L11398,Instagram,BCOM,2025-04-10,Yes,No,5,3,Counselor_38,46,No
L11399,Instagram,MSC,2025-01-04,Yes,No,6,4,Counselor_45,89,No
L11400,Referral,BSC,2025-03-19,No,No,2,1,Counselor_37,63,No
L11401,LinkedIn,BCOM,2025-01-28,No,No,1,2,Counselor_7,44,No
L11402,Website,MCOM,2025-04-09,Yes,No,4,2,Counselor_48,55,No
L11403,LinkedIn,MCOM,2025-01-25,Yes,No,2,4,Counselor_1,21,No
L11404,YouTube,MSC,2025-04-30,Yes,Yes,3,5,Counselor_38,34,No
L11405,Website,PGCP,2025-01-14,Yes,Yes,3,2,Counselor_39,75,No
L11406,Google Ads,MCOM,2025-03-01,No,No,0,3,Counselor_42,40,No
L11407,Referral,PGDM,2025-03-19,Yes,Yes,4,1,Counselor_22,52,No
L11408,Facebook,BCOM,2025-04-19,Yes,Yes,5,4,Counselor_12,95,Yes
L11409,Instagram,MCOM,2025-02-28,Yes,Yes,5,5,Counselor_34,92,No
L11410,LinkedIn,MCOM,2025-01-23,Yes,Yes,1,5,Counselor_3,85,Yes
L11411,WhatsApp,MSC,2025-02-26,Yes,No,4,2,Counselor_37,95,No
L11412,Referral,BCA,2025-03-22,Yes,No,6,4,Counselor_35,86,No
L11413,Facebook,BCA,2025-03-11,No,No,2,5,Counselor_9,89,No
L11414,Instagram,BCA,2025-03-13,Yes,Yes,2,3,Counselor_8,86,No
L11415,Facebook,MBA,2025-03-27,No,No,2,5,Counselor_6,59,No
L11416,WhatsApp,MA,2025-04-29,Yes,No,1,4,Counselor_1,66,No
L11417,YouTube,BA,2025-01-10,Yes,Yes,5,1,Counselor_42,89,Yes
L11418,Instagram,MSC,2025-03-09,Yes,Yes,2,4,Counselor_2,32,No
L11419,Instagram,BCA,2025-01-07,No,No,2,1,Counselor_47,87,No
L11420,WhatsApp,PGDM,2025-01-06,Yes,Yes,6,3,Counselor_26,63,No
L11421,YouTube,PGDM,2025-01-13,Yes,Yes,2,1,Counselor_34,30,No
L11422,Google Ads,BA,2025-01-03,Yes,Yes,4,1,Counselor_49,37,No
L11423,LinkedIn,PGDM,2025-03-11,Yes,Yes,2,1,Counselor_14,81,No
L11424,Google Ads,PGDM,2025-01-08,No,No,1,5,Counselor_38,65,No
L11425,LinkedIn,MCA,2025-01-17,Yes,No,5,4,Counselor_43,69,No
L11426,YouTube,BA,2025-03-25,Yes,Yes,3,5,Counselor_33,64,No
L11427,LinkedIn,BCOM,2025-03-02,No,No,1,0,Counselor_15,20,No
L11428,Referral,BSC,2025-03-04,No,No,0,4,Counselor_31,41,No
L11429,Instagram,MCOM,2025-01-08,No,No,2,1,Counselor_28,84,No
L11430,Website,BCA,2025-01-16,Yes,Yes,6,1,Counselor_21,62,No
L11431,WhatsApp,BSC,2025-04-23,Yes,No,6,5,Counselor_21,56,No
L11432,Website,BCOM,2025-03-17,Yes,No,4,0,Counselor_22,80,No
L11433,Instagram,MSC,2025-04-10,No,No,0,1,Counselor_29,41,No
L11434,Referral,PGDM,2025-04-27,Yes,Yes,6,2,Counselor_30,91,Yes
L11435,Instagram,PGCP,2025-03-09,Yes,Yes,4,2,Counselor_21,39,No
L11436,Website,MSC,2025-01-26,Yes,Yes,4,5,Counselor_14,79,Yes
L11437,Google Ads,MBA,2025-01-23,No,No,1,0,Counselor_12,81,No
L11438,YouTube,BCOM,2025-01-15,Yes,Yes,4,2,Counselor_42,69,Yes
L11439,LinkedIn,BSC,2025-03-10,Yes,No,6,4,Counselor_11,76,No
L11440,LinkedIn,PGCP,2025-02-15,Yes,Yes,3,1,Counselor_40,51,No
L11441,LinkedIn,BCOM,2025-02-25,Yes,Yes,6,0,Counselor_11,42,No
L11442,Referral,MBA,2025-03-12,Yes,Yes,3,0,Counselor_44,31,No
L11443,Instagram,PGCP,2025-01-04,No,No,2,4,Counselor_25,36,No
L11444,Instagram,PGCP,2025-02-07,Yes,No,1,1,Counselor_29,86,No
L11445,Instagram,BCA,2025-03-30,Yes,Yes,3,2,Counselor_35,64,No
L11446,Instagram,BCOM,2025-04-23,Yes,Yes,1,2,Counselor_42,62,Yes
L11447,Instagram,BA,2025-01-18,No,No,0,1,Counselor_17,84,No
L11448,Google Ads,MCOM,2025-01-15,Yes,No,3,2,Counselor_20,44,No
L11449,WhatsApp,MSC,2025-03-10,Yes,Yes,5,1,Counselor_5,60,No
L11450,LinkedIn,MA,2025-02-02,Yes,No,2,5,Counselor_42,82,No
L11451,LinkedIn,PGCP,2025-03-17,Yes,Yes,5,5,Counselor_8,44,No
L11452,LinkedIn,MBA,2025-02-12,Yes,Yes,4,2,Counselor_34,66,No
L11453,Google Ads,BCA,2025-01-23,No,No,1,3,Counselor_41,56,No
L11454,LinkedIn,MA,2025-03-26,Yes,Yes,5,0,Counselor_39,34,No
L11455,Google Ads,BCOM,2025-01-23,Yes,Yes,1,4,Counselor_6,37,No
L11456,Facebook,BCOM,2025-01-30,Yes,Yes,1,0,Counselor_22,71,Yes
L11457,Referral,MA,2025-03-07,No,No,0,3,Counselor_25,62,No
L11458,LinkedIn,PGDM,2025-02-22,No,No,0,2,Counselor_48,67,No
L11459,Referral,MCOM,2025-01-25,Yes,Yes,3,0,Counselor_9,74,Yes
L11460,Facebook,MA,2025-04-06,Yes,Yes,4,5,Counselor_18,20,No
L11461,Google Ads,MCOM,2025-03-15,Yes,Yes,1,0,Counselor_43,85,No
L11462,YouTube,BA,2025-01-08,Yes,No,6,4,Counselor_3,53,No
L11463,Instagram,BSC,2025-04-08,Yes,Yes,4,1,Counselor_36,66,No
L11464,Google Ads,BSC,2025-03-08,Yes,No,1,5,Counselor_9,61,No
L11465,Referral,BA,2025-04-27,No,No,1,1,Counselor_12,34,No
L11466,Facebook,BA,2025-04-13,Yes,No,1,2,Counselor_1,36,No
L11467,Google Ads,PGDM,2025-04-01,No,No,1,0,Counselor_38,58,No
L11468,Google Ads,PGDM,2025-01-17,Yes,Yes,1,2,Counselor_15,50,No
L11469,WhatsApp,MBA,2025-01-14,No,No,0,2,Counselor_12,90,No
L11470,LinkedIn,MCA,2025-02-26,Yes,Yes,5,5,Counselor_49,61,No
L11471,YouTube,PGDM,2025-02-23,Yes,Yes,6,2,Counselor_41,47,No
L11472,WhatsApp,MA,2025-01-21,No,No,0,2,Counselor_46,22,No
L11473,Referral,MCA,2025-03-30,No,No,1,3,Counselor_31,85,No
L11474,Instagram,BCOM,2025-03-22,Yes,No,6,1,Counselor_9,70,No
L11475,Facebook,BCOM,2025-01-11,No,No,1,0,Counselor_33,81,No
L11476,Referral,MCOM,2025-04-06,No,No,1,3,Counselor_30,85,No
L11477,Google Ads,MCA,2025-02-18,Yes,Yes,5,2,Counselor_15,68,No
L11478,Website,MSC,2025-03-03,No,No,0,5,Counselor_8,29,No
L11479,Google Ads,MCA,2025-02-01,Yes,No,1,4,Counselor_15,77,No
L11480,LinkedIn,PGCP,2025-01-08,No,No,0,5,Counselor_20,71,No
L11481,Referral,MSC,2025-02-27,Yes,Yes,2,3,Counselor_32,51,No
L11482,WhatsApp,MA,2025-02-25,Yes,Yes,1,5,Counselor_29,90,Yes
L11483,Website,MBA,2025-01-14,No,No,2,2,Counselor_22,45,No
L11484,Referral,MCA,2025-01-20,No,No,2,3,Counselor_20,20,No
L11485,LinkedIn,BCA,2025-01-19,Yes,Yes,3,1,Counselor_2,48,No
L11486,Facebook,BA,2025-01-08,Yes,Yes,1,0,Counselor_11,35,No
L11487,Website,PGDM,2025-01-08,No,No,1,1,Counselor_36,28,No
L11488,LinkedIn,BSC,2025-03-30,Yes,Yes,4,5,Counselor_37,76,No
L11489,Facebook,BSC,2025-02-12,Yes,No,6,5,Counselor_26,63,No
L11490,Google Ads,PGDM,2025-02-11,No,No,0,0,Counselor_34,21,No
L11491,Facebook,BA,2025-02-13,Yes,Yes,4,1,Counselor_20,89,Yes
L11492,Referral,MCA,2025-03-17,Yes,No,4,5,Counselor_2,88,No
L11493,Instagram,MBA,2025-03-20,Yes,Yes,3,1,Counselor_45,81,Yes
L11494,Website,MCA,2025-02-03,No,No,0,3,Counselor_18,47,No
L11495,Google Ads,MSC,2025-04-05,Yes,Yes,3,1,Counselor_21,22,No
L11496,Google Ads,BCA,2025-01-15,No,No,1,4,Counselor_23,49,No
L11497,WhatsApp,BCA,2025-01-26,Yes,Yes,2,2,Counselor_40,50,No
L11498,Google Ads,BCOM,2025-01-29,No,No,1,1,Counselor_21,77,No
L11499,YouTube,MA,2025-01-03,Yes,Yes,3,5,Counselor_46,68,Yes
L11500,Website,BCA,2025-01-08,Yes,No,2,5,Counselor_22,90,No
L11501,YouTube,BA,2025-03-02,Yes,Yes,3,5,Counselor_50,82,Yes
L11502,LinkedIn,BA,2025-04-28,No,No,2,1,Counselor_18,85,No
L11503,Instagram,BCA,2025-01-18,No,No,1,2,Counselor_15,76,No
L11504,LinkedIn,MCOM,2025-04-09,Yes,No,5,1,Counselor_44,72,No
L11505,Facebook,MCA,2025-03-10,Yes,No,4,5,Counselor_43,78,No
L11506,Instagram,BCA,2025-03-09,Yes,Yes,5,5,Counselor_45,41,No
L11507,LinkedIn,BCOM,2025-03-17,Yes,Yes,2,2,Counselor_23,95,Yes
L11508,Facebook,MCOM,2025-01-25,Yes,No,4,3,Counselor_4,82,No
L11509,Referral,BCA,2025-03-19,Yes,Yes,6,0,Counselor_49,39,No
L11510,Instagram,MSC,2025-01-03,Yes,No,1,1,Counselor_44,85,No
L11511,Website,PGDM,2025-03-24,Yes,Yes,3,3,Counselor_9,54,No
L11512,Referral,MCOM,2025-02-04,Yes,No,5,4,Counselor_2,42,No
L11513,Instagram,BCOM,2025-04-17,No,No,0,0,Counselor_30,56,No
L11514,Google Ads,BCOM,2025-01-17,No,No,2,1,Counselor_31,75,No
L11515,Google Ads,MA,2025-03-15,Yes,Yes,2,4,Counselor_15,77,Yes
L11516,LinkedIn,BSC,2025-04-13,No,No,2,5,Counselor_33,77,No
L11517,Website,MCOM,2025-03-09,Yes,Yes,2,4,Counselor_37,83,No
L11518,YouTube,MCA,2025-04-28,No,No,1,0,Counselor_39,75,No
L11519,YouTube,MSC,2025-04-03,Yes,No,6,3,Counselor_23,53,No
L11520,Instagram,MSC,2025-03-08,Yes,No,4,1,Counselor_38,76,No
L11521,Google Ads,BA,2025-04-18,Yes,Yes,5,0,Counselor_26,34,No
L11522,YouTube,MSC,2025-04-09,No,No,0,5,Counselor_29,75,No
L11523,Referral,MBA,2025-03-17,No,No,0,5,Counselor_50,65,No
L11524,YouTube,MA,2025-04-04,Yes,Yes,2,0,Counselor_38,32,No
L11525,Referral,MCOM,2025-03-26,Yes,Yes,4,2,Counselor_27,82,No
L11526,WhatsApp,PGDM,2025-04-30,No,No,0,0,Counselor_39,88,No
L11527,WhatsApp,PGCP,2025-02-20,No,No,1,0,Counselor_29,24,No
L11528,YouTube,MA,2025-01-15,No,No,0,2,Counselor_18,40,No
L11529,Instagram,MBA,2025-01-21,Yes,Yes,1,5,Counselor_6,70,Yes
L11530,Google Ads,MA,2025-02-18,Yes,No,3,1,Counselor_34,61,No
L11531,LinkedIn,MCOM,2025-01-02,Yes,Yes,5,4,Counselor_42,46,No
L11532,Instagram,BSC,2025-01-26,Yes,No,3,3,Counselor_12,54,No
L11533,YouTube,MBA,2025-01-24,Yes,Yes,4,0,Counselor_9,62,No
L11534,Referral,BCA,2025-04-11,No,No,2,3,Counselor_47,94,No
L11535,YouTube,BCOM,2025-03-17,Yes,No,5,4,Counselor_12,36,No
L11536,Website,BCA,2025-03-19,Yes,Yes,6,1,Counselor_41,66,Yes
L11537,Google Ads,BA,2025-01-14,Yes,Yes,5,1,Counselor_23,44,No
L11538,Google Ads,PGCP,2025-01-02,Yes,No,6,0,Counselor_7,95,No
L11539,Facebook,MCA,2025-01-29,No,No,0,1,Counselor_32,76,No
L11540,Facebook,MA,2025-02-08,Yes,Yes,5,0,Counselor_10,65,No
L11541,Referral,PGCP,2025-03-10,Yes,No,4,5,Counselor_18,45,No
L11542,Referral,MSC,2025-01-16,Yes,Yes,5,1,Counselor_37,38,No
L11543,Website,BSC,2025-04-21,Yes,Yes,2,4,Counselor_24,55,No
L11544,Website,PGCP,2025-02-01,Yes,Yes,5,4,Counselor_20,31,No
L11545,Google Ads,PGDM,2025-03-30,Yes,Yes,1,5,Counselor_13,89,Yes
L11546,WhatsApp,PGDM,2025-03-31,Yes,Yes,1,1,Counselor_5,87,Yes
L11547,YouTube,PGCP,2025-02-21,Yes,No,5,0,Counselor_19,93,No
L11548,Website,BCOM,2025-03-12,No,No,0,2,Counselor_15,44,No
L11549,WhatsApp,MSC,2025-04-27,Yes,No,6,1,Counselor_4,42,No
L11550,Facebook,BCA,2025-04-15,Yes,Yes,6,5,Counselor_25,90,No
L11551,LinkedIn,BSC,2025-02-06,Yes,No,2,5,Counselor_34,49,No
L11552,Google Ads,PGCP,2025-02-24,Yes,Yes,5,2,Counselor_15,87,No
L11553,WhatsApp,BCOM,2025-03-14,Yes,No,5,3,Counselor_41,72,No
L11554,Google Ads,MCOM,2025-01-27,Yes,No,3,2,Counselor_32,67,No
L11555,WhatsApp,MBA,2025-03-12,Yes,Yes,2,5,Counselor_31,70,Yes
L11556,Google Ads,MSC,2025-02-09,No,No,0,4,Counselor_35,33,No
L11557,Website,MCA,2025-02-10,Yes,No,3,1,Counselor_29,47,No
L11558,Referral,PGDM,2025-01-01,No,No,0,0,Counselor_28,81,No
L11559,LinkedIn,MA,2025-03-27,Yes,Yes,4,4,Counselor_7,52,No
L11560,WhatsApp,BA,2025-02-19,No,No,1,3,Counselor_6,58,No
L11561,Referral,BCA,2025-02-20,Yes,Yes,4,4,Counselor_45,84,No
L11562,YouTube,MA,2025-03-06,Yes,Yes,3,3,Counselor_24,82,No
L11563,Website,BSC,2025-04-15,Yes,Yes,2,2,Counselor_27,92,No
L11564,LinkedIn,PGDM,2025-03-18,Yes,No,1,3,Counselor_28,58,No
L11565,Website,MSC,2025-03-04,Yes,Yes,5,5,Counselor_3,34,No
L11566,Referral,MBA,2025-03-29,Yes,Yes,6,4,Counselor_15,45,No
L11567,LinkedIn,BSC,2025-01-08,No,No,2,5,Counselor_29,31,No
L11568,Google Ads,PGCP,2025-04-22,No,No,1,5,Counselor_4,44,No
L11569,Instagram,MCA,2025-03-07,Yes,Yes,1,5,Counselor_16,38,No
L11570,Instagram,MCOM,2025-04-29,Yes,Yes,2,2,Counselor_12,85,Yes
L11571,Referral,BCA,2025-02-24,Yes,No,2,1,Counselor_5,81,No
L11572,Website,BSC,2025-02-14,No,No,0,3,Counselor_22,78,No
L11573,Website,MCOM,2025-03-03,No,No,2,4,Counselor_18,28,No
L11574,LinkedIn,PGCP,2025-02-04,Yes,No,4,4,Counselor_29,26,No
L11575,Facebook,MA,2025-01-19,Yes,Yes,4,3,Counselor_30,27,No
L11576,Instagram,PGCP,2025-03-08,No,No,1,5,Counselor_7,89,No
L11577,Instagram,MCOM,2025-03-01,No,No,0,1,Counselor_11,31,No
L11578,Google Ads,BCOM,2025-03-28,Yes,No,5,2,Counselor_9,72,No
L11579,WhatsApp,PGDM,2025-01-25,Yes,Yes,4,3,Counselor_50,48,No
L11580,Facebook,MCOM,2025-02-02,Yes,Yes,4,4,Counselor_43,37,No
L11581,Facebook,MCOM,2025-01-21,Yes,No,1,4,Counselor_49,62,No
L11582,Facebook,MSC,2025-02-25,Yes,Yes,4,0,Counselor_2,28,No
L11583,Google Ads,BCA,2025-02-05,Yes,Yes,6,4,Counselor_45,24,No
L11584,Referral,PGDM,2025-02-21,Yes,Yes,1,2,Counselor_27,56,No
L11585,Website,PGDM,2025-03-10,Yes,Yes,2,5,Counselor_12,65,No
L11586,WhatsApp,MSC,2025-03-27,Yes,No,2,0,Counselor_17,49,No
L11587,Website,BA,2025-04-16,No,No,0,5,Counselor_12,26,No
L11588,WhatsApp,BCA,2025-01-10,Yes,Yes,1,1,Counselor_17,86,No
L11589,YouTube,MSC,2025-03-27,Yes,Yes,5,4,Counselor_48,82,No
L11590,Google Ads,BSC,2025-01-06,No,No,0,1,Counselor_20,50,No
L11591,LinkedIn,MCOM,2025-01-01,No,No,0,5,Counselor_50,54,No
L11592,Instagram,MSC,2025-02-01,No,No,0,5,Counselor_35,29,No
L11593,Instagram,MA,2025-03-02,No,No,1,5,Counselor_42,39,No
L11594,Google Ads,BSC,2025-04-12,No,No,1,2,Counselor_12,36,No
L11595,WhatsApp,PGDM,2025-02-02,Yes,Yes,1,0,Counselor_1,36,No
L11596,Instagram,BSC,2025-04-07,Yes,Yes,2,2,Counselor_3,77,No
L11597,Google Ads,MCA,2025-02-24,Yes,No,2,1,Counselor_32,60,No
L11598,Referral,MCOM,2025-03-07,Yes,Yes,2,2,Counselor_43,63,No
L11599,YouTube,BCA,2025-04-10,Yes,No,5,4,Counselor_28,51,No
L11600,LinkedIn,MA,2025-03-08,No,No,1,2,Counselor_12,93,No
L11601,YouTube,BSC,2025-04-23,Yes,Yes,2,2,Counselor_20,31,No
L11602,YouTube,PGDM,2025-01-27,No,No,2,5,Counselor_39,74,No
L11603,YouTube,BCOM,2025-02-16,Yes,No,2,0,Counselor_49,20,No
L11604,LinkedIn,BCOM,2025-01-30,No,No,2,5,Counselor_5,27,No
L11605,YouTube,BA,2025-01-08,Yes,Yes,3,3,Counselor_31,20,No
L11606,YouTube,BSC,2025-03-03,Yes,No,3,3,Counselor_17,66,No
L11607,Facebook,MBA,2025-04-26,Yes,Yes,5,5,Counselor_50,37,No
L11608,Referral,MCOM,2025-03-26,Yes,No,2,0,Counselor_35,54,No
L11609,Facebook,BSC,2025-03-30,Yes,Yes,1,3,Counselor_4,74,Yes
L11610,Referral,PGCP,2025-03-04,No,No,1,0,Counselor_44,70,No
L11611,WhatsApp,BCA,2025-04-25,No,No,2,3,Counselor_37,36,No
L11612,WhatsApp,MA,2025-04-02,Yes,Yes,2,5,Counselor_40,24,No
L11613,Website,PGDM,2025-02-04,Yes,Yes,6,3,Counselor_45,20,No
L11614,Google Ads,MBA,2025-02-03,No,No,0,1,Counselor_11,52,No
L11615,Website,BSC,2025-04-12,No,No,1,3,Counselor_46,73,No
L11616,Website,PGCP,2025-02-02,Yes,Yes,4,1,Counselor_30,87,No
L11617,WhatsApp,PGCP,2025-01-26,Yes,Yes,2,0,Counselor_13,80,Yes
L11618,YouTube,BCA,2025-01-07,Yes,Yes,4,5,Counselor_23,89,Yes
L11619,Instagram,MA,2025-03-28,Yes,Yes,5,3,Counselor_33,66,No
L11620,LinkedIn,BA,2025-02-24,No,No,2,5,Counselor_40,47,No
L11621,WhatsApp,MSC,2025-04-22,No,No,0,4,Counselor_23,61,No
L11622,Google Ads,MA,2025-02-06,Yes,Yes,6,5,Counselor_6,71,No
L11623,LinkedIn,PGDM,2025-05-01,No,No,1,5,Counselor_36,27,No
